ReLUSeq_Mutant1,=1/1
DigitRoot_Mutant5,=1/1
SafeLanding_Mutant5,=1/1
WindCompensation_Mutant3,=1/1
DigitRoot_Mutant1,=0/1
GetLowCaseLoop_M2,=1/1
Disjunction_Mutant5,=1/1
DivisorGame_Mutant1,=1/1
PowerOfTwoBranch_Mutant4,=1/1
DivisorGame_Mutant3,=1/1
EchoIntLoop_Mutant5,=1/1
NotCommonFactor_Mutant3,=1/1
NumberOfCuts_Original,=1/1
MyPower_Mutant2,=1/1
SubLoop_Mutant5,=1/1
IsCommonFactor_Mutant1,=1/1
SmallestEvenMulBranch_Original,=1/1
ConvertToFahrenheit_Mutant5,=1/1
CanWinNim_Mutant5,=1/1
EchoIntLoop_Original,=1/1
DivisionOverflow_Mutant4,=0/1
MySqrt_Mutant2,=0/1
ReLU_Mutant1,=1/1
ChangeCase_Original,=1/1
Abs_Mutant1,=0/1
FizzBuzz_Mutant4,=1/1
GetLowCaseLoop,=1/1
IsCommonMultipleBranch_Mutant1,=1/1
SmallestEvenMulBranch_Mutant3,=1/1
IsCommonMultipleBranch_Original,=1/1
WindCompensation_Mutant4,=1/1
